ORF code	Gene name	dN	dS	dN/dS
YOR074C	CDC21	0.019	0.313	0.059
YLR098C	CHA4	0.019	0.289	0.064
YOR048C	RAT1	0.019	0.346	0.054
YGL140C		0.019	0.413	0.045
YOR163W	DDP1	0.019	0.509	0.037
YER003C	PMI40	0.019	0.261	0.072
YGL003C	CDH1	0.019	0.423	0.044
YDR529C	QCR7	0.019	0.336	0.056
YFR047C	BNA6	0.019	0.293	0.064
YHL034C	SBP1	0.019	0.257	0.073
YMR024W	MRPL3	0.019	0.275	0.068
YKL086W	SRX1	0.019	0.233	0.080
YJL177W	RPL17B	0.019	0.190	0.099
YBR072W	HSP26	0.019	0.264	0.071
YDL190C	UFD2	0.019	0.391	0.048
YGL156W	AMS1	0.019	0.354	0.053
YBR234C	ARC40	0.019	0.299	0.063
YLR166C	SEC10	0.019	0.350	0.054
YMR235C	RNA1	0.019	0.342	0.055
YHR123W	EPT1	0.019	0.348	0.054
YMR072W	ABF2	0.019	1.624	0.012
YGR209C	TRX2	0.019	0.182	0.104
YLR410W	VIP1	0.019	0.382	0.050
YPL175W	SPT14	0.019	0.333	0.057
YCL043C	PDI1	0.019	0.359	0.053
YIL006W	YIA6	0.019	0.305	0.062
YOR265W	RBL2	0.019	0.520	0.036
YML048W	GSF2	0.019	0.377	0.050
YBR283C	SSH1	0.019	0.326	0.058
YKL157W	APE2	0.019	0.437	0.043
YMR261C	TPS3	0.019	0.381	0.050
YGL202W	ARO8	0.019	0.319	0.059
YMR006C	PLB2	0.019	0.421	0.045
YPR111W	DBF20	0.019	0.479	0.040
YPR034W	ARP7	0.019	0.249	0.076
YMR039C	SUB1	0.019	0.231	0.082
YJL115W	ASF1	0.019	0.351	0.054
YOR252W	TMA16	0.019	0.268	0.071
YBL016W	FUS3	0.019	0.401	0.048
YML105C	SEC65	0.019	0.456	0.042
YPL209C	IPL1	0.019	0.471	0.041
YNL065W	AQR1	0.019	0.302	0.063
YKL140W	TGL1	0.019	0.503	0.038
YIL136W	OM45	0.019	0.272	0.070
YIL011W	TIR3	0.019	0.369	0.052
YBR198C	TAF5	0.019	0.375	0.051
YER118C	SHO1	0.019	0.430	0.045
YER042W	MXR1	0.019	0.598	0.032
YLR305C	STT4	0.019	0.374	0.051
YDR508C	GNP1	0.019	0.468	0.041
YMR200W	ROT1	0.019	0.320	0.060
YOR323C	PRO2	0.019	0.398	0.048
YMR102C		0.019	0.430	0.045
YHR142W	CHS7	0.019	0.324	0.060
YKL150W	MCR1	0.019	0.341	0.057
YHR179W	OYE2	0.019	0.255	0.076
YPL260W		0.019	0.290	0.066
YBR091C	MRS5	0.019	0.386	0.050
YBR040W	FIG1	0.019	0.422	0.046
YGL056C	SDS23	0.019	0.324	0.060
YMR250W	GAD1	0.019	0.506	0.038
YAL040C	CLN3	0.019	0.211	0.091
YPL079W	RPL21B	0.019	0.066	0.293
YLR093C	NYV1	0.019	0.288	0.067
YDL110C	TMA17	0.019	0.331	0.059
YPL134C	ODC1	0.019	0.349	0.056
YDR234W	LYS4	0.019	0.294	0.066
YKL059C	MPE1	0.019	0.416	0.047
YNR007C	ATG3	0.019	0.406	0.048
YER016W	BIM1	0.019	0.324	0.060
YGL121C	GPG1	0.019	0.273	0.071
YCL001W	RER1	0.020	0.305	0.064
YOR388C	FDH1	0.020	0.280	0.070
YNR035C	ARC35	0.020	0.332	0.059
YFR001W	LOC1	0.020	0.460	0.042
YLL038C	ENT4	0.020	0.298	0.066
YMR237W	BCH1	0.020	0.321	0.061
YMR238W	DFG5	0.020	0.362	0.054
YML115C	VAN1	0.020	0.272	0.072
YPR190C	RPC82	0.020	0.371	0.053
YOR168W	GLN4	0.020	0.393	0.050
YOR229W	WTM2	0.020	0.361	0.055
YGR220C	MRPL9	0.020	0.637	0.031
YML128C	MSC1	0.020	0.336	0.059
YDR434W	GPI17	0.020	0.380	0.052
YHR046C	INM1	0.020	0.353	0.056
YKL081W	TEF4	0.020	0.235	0.084
YML057W	CMP2	0.020	0.302	0.066
YGR103W	NOP7	0.020	0.425	0.047
YML123C	PHO84	0.020	0.101	0.196
YLR262C-A	TMA7	0.020	0.181	0.110
YPL135W	ISU1	0.020	0.329	0.061
YML086C	ALO1	0.020	0.350	0.057
YBR202W	MCM7	0.020	0.391	0.051
YNR012W	URK1	0.020	0.370	0.054
YEL015W	EDC3	0.020	0.350	0.057
YOR246C		0.020	0.273	0.073
YPL147W	PXA1	0.020	0.398	0.050
YHR147C	MRPL6	0.020	0.320	0.062
YLR170C	APS1	0.020	0.251	0.080
YPL125W	KAP120	0.020	0.342	0.059
YPL212C	PUS1	0.020	0.370	0.054
YKL186C	MTR2	0.020	0.341	0.059
YKL034W	TUL1	0.020	0.363	0.055
YOL147C	PEX11	0.020	0.460	0.044
YOR091W	TMA46	0.020	0.365	0.055
YFL004W	VTC2	0.020	0.318	0.063
YOR119C	RIO1	0.020	0.510	0.039
YML052W	SUR7	0.020	0.237	0.084
YBR114W	RAD16	0.020	0.336	0.060
YFR051C	RET2	0.020	0.372	0.054
YOR014W	RTS1	0.020	0.326	0.062
YPL184C	MRN1	0.020	0.482	0.042
YOL090W	MSH2	0.020	0.378	0.053
YDR298C	ATP5	0.020	0.308	0.066
YHR065C	RRP3	0.020	0.477	0.042
YGR048W	UFD1	0.020	0.499	0.040
YPL094C	SEC62	0.020	0.200	0.101
YOL136C	PFK27	0.020	0.366	0.055
YPR026W	ATH1	0.020	0.370	0.055
YNL059C	ARP5	0.020	0.280	0.073
YBL069W	AST1	0.020	0.380	0.053
YLR321C	SFH1	0.020	0.383	0.053
YKR003W	OSH6	0.020	0.286	0.071
YML067C	ERV41	0.020	0.271	0.075
YKL103C	LAP4	0.020	0.374	0.054
YDR127W	ARO1	0.020	0.364	0.056
YGR264C	MES1	0.020	0.348	0.059
YOL006C	TOP1	0.020	0.339	0.060
YER048W-A	ISD11	0.020	0.274	0.074
YMR263W	SAP30	0.020	0.247	0.083
YDL064W	UBC9	0.021	0.228	0.090
YBL056W	PTC3	0.021	0.251	0.082
YCR020C	PET18	0.021	0.540	0.038
YAR035W	YAT1	0.021	0.528	0.039
YIR008C	PRI1	0.021	0.335	0.061
YNL102W	POL1	0.021	0.408	0.051
YPL169C	MEX67	0.021	0.319	0.065
YER164W	CHD1	0.021	0.318	0.065
YBR281C	DUG2	0.021	0.387	0.054
YLL040C	VPS13	0.021	0.389	0.053
YOL103W	ITR2	0.021	0.448	0.046
YER146W	LSM5	0.021	0.391	0.053
YER055C	HIS1	0.021	0.462	0.045
YOR184W	SER1	0.021	0.375	0.055
YFR037C	RSC8	0.021	0.318	0.066
YER017C	AFG3	0.021	0.406	0.051
YDR487C	RIB3	0.021	0.356	0.059
YDR237W	MRPL7	0.021	0.386	0.054
YDR120C	TRM1	0.021	0.411	0.051
YOR175C	ALE1	0.021	0.331	0.063
YKL130C	SHE2	0.021	0.471	0.044
YOR347C	PYK2	0.021	0.379	0.055
YBR254C	TRS20	0.021	0.516	0.041
YOR351C	MEK1	0.021	0.483	0.043
YJL081C	ARP4	0.021	0.429	0.049
YBR183W	YPC1	0.021	0.399	0.053
YNR058W	BIO3	0.021	0.384	0.055
YNL036W	NCE103	0.021	0.388	0.054
YOR212W	STE4	0.021	0.418	0.050
YDR211W	GCD6	0.021	0.398	0.053
YJR143C	PMT4	0.021	0.302	0.070
YNL168C	FMP41	0.021	0.330	0.064
YGR078C	PAC10	0.021	0.507	0.042
YER122C	GLO3	0.021	0.334	0.063
YER039C	HVG1	0.021	0.404	0.052
YNR057C	BIO4	0.021	0.126	0.167
YDL178W	DLD2	0.021	0.325	0.065
YML094W	GIM5	0.021	0.336	0.063
YBR208C	"DUR1,2"	0.021	0.368	0.058
YDL021W	GPM2	0.021	0.360	0.059
YBL037W	APL3	0.021	0.416	0.051
YDL170W	UGA3	0.021	0.262	0.081
YLR066W	SPC3	0.021	0.328	0.065
YCL038C	ATG22	0.021	0.300	0.071
YNL263C	YIF1	0.021	0.365	0.058
YOL032W	OPI10	0.021	0.291	0.073
YOR100C	CRC1	0.021	0.252	0.085
YPR119W	CLB2	0.021	0.353	0.060
YCL029C	BIK1	0.021	0.329	0.065
YMR043W	MCM1	0.021	0.264	0.081
YDR368W	YPR1	0.021	0.486	0.044
YNL202W	SPS19	0.021	0.472	0.045
YOR176W	HEM15	0.021	0.419	0.051
YMR150C	IMP1	0.021	0.418	0.051
YBR248C	HIS7	0.021	0.406	0.053
YDR408C	ADE8	0.021	0.299	0.072
YDR100W	TVP15	0.021	0.232	0.092
YOR317W	FAA1	0.021	0.358	0.060
YMR116C	ASC1	0.022	0.211	0.102
YHR002W	LEU5	0.022	0.243	0.089
YLR350W	ORM2	0.022	0.343	0.063
YJR040W	GEF1	0.022	0.434	0.049
YDL174C	DLD1	0.022	0.365	0.059
YJL005W	CYR1	0.022	0.391	0.055
YNL289W	PCL1	0.022	0.287	0.075
YFL036W	RPO41	0.022	0.415	0.052
YPL221W	FLC1	0.022	0.360	0.060
YOR344C	TYE7	0.022	0.263	0.082
YDR006C	SOK1	0.022	0.296	0.073
YJL094C	KHA1	0.022	0.437	0.049
YPL042C	SSN3	0.022	0.368	0.059
YBR017C	KAP104	0.022	0.296	0.073
YPL128C	TBF1	0.022	0.310	0.070
YDL166C	FAP7	0.022	0.340	0.063
YBL091C	MAP2	0.022	0.420	0.051
YDR457W	TOM1	0.022	0.403	0.054
YPR037C	ERV2	0.022	0.946	0.023
YPL069C	BTS1	0.022	0.219	0.099
YGL256W	ADH4	0.022	0.152	0.142
YER082C	UTP7	0.022	0.342	0.064
YDR101C	ARX1	0.022	0.379	0.057
YLR384C	IKI3	0.022	0.319	0.068
YJR005W	APL1	0.022	0.347	0.063
YBR094W	PBY1	0.022	0.263	0.082
YDL236W	PHO13	0.022	0.491	0.044
YDL085W	NDE2	0.022	0.348	0.062
YHR189W	PTH1	0.022	0.353	0.061
YDR300C	PRO1	0.022	0.417	0.052
YEL022W	GEA2	0.022	0.300	0.073
YBR260C	RGD1	0.022	0.377	0.058
YOL081W	IRA2	0.022	0.439	0.050
YJR082C	EAF6	0.022	0.260	0.084
YOR115C	TRS33	0.022	0.315	0.069
YNL084C	END3	0.022	0.483	0.045
YHR199C	FMP34	0.022	0.496	0.044
YHR165C	PRP8	0.022	0.373	0.059
YBR111C	YSA1	0.022	0.407	0.054
YLL034C	RIX7	0.022	0.366	0.060
YOR254C	SEC63	0.022	0.394	0.056
YKL183W	LOT5	0.022	0.253	0.086
YJR153W	PGU1	0.022	0.493	0.044
YLR209C	PNP1	0.022	0.473	0.046
YDL078C	MDH3	0.022	0.281	0.078
YCR077C	PAT1	0.022	0.346	0.064
YBR235W		0.022	0.406	0.054
YJR069C	HAM1	0.022	0.414	0.053
YPL116W	HOS3	0.022	0.319	0.069
YGL248W	PDE1	0.022	0.311	0.071
YMR061W	RNA14	0.022	0.265	0.084
YNL097C	PHO23	0.022	0.346	0.064
YFR002W	NIC96	0.022	0.339	0.066
YHR058C	MED6	0.022	0.405	0.055
YDL015C	TSC13	0.022	0.207	0.107
YOR237W	HES1	0.022	0.385	0.058
YEL052W	AFG1	0.022	0.347	0.064
YMR286W	MRPL33	0.022	0.448	0.050
YPL076W	GPI2	0.022	0.279	0.080
YBR166C	TYR1	0.022	0.448	0.050
YBR282W	MRPL27	0.022	0.578	0.039
YDR245W	MNN10	0.022	0.447	0.050
YFL026W	STE2	0.022	0.429	0.052
YLR226W	BUR2	0.022	0.291	0.077
YIR009W	MSL1	0.022	0.232	0.096
YBR129C	OPY1	0.022	0.387	0.058
YNL032W	SIW14	0.022	0.366	0.061
YPL188W	POS5	0.022	0.441	0.051
YGL139W	FLC3	0.022	0.348	0.064
YOR380W	RDR1	0.022	0.324	0.069
YGR145W	ENP2	0.023	0.389	0.058
YKL016C	ATP7	0.023	0.341	0.066
YBL020W	RFT1	0.023	0.349	0.064
YJR075W	HOC1	0.023	0.340	0.066
YPR072W	NOT5	0.023	0.296	0.076
YOR047C	STD1	0.023	0.480	0.047
YAL013W	DEP1	0.023	0.281	0.080
YMR306W	FKS3	0.023	0.388	0.058
YFL008W	SMC1	0.023	0.354	0.064
YJR091C	JSN1	0.023	0.370	0.061
YBR101C	FES1	0.023	0.260	0.087
YER019W	ISC1	0.023	0.456	0.050
YOL148C	SPT20	0.023	0.283	0.080
YER151C	UBP3	0.023	0.466	0.049
YOR125C	CAT5	0.023	0.351	0.065
YAL044C	GCV3	0.023	0.226	0.100
YAL033W	POP5	0.023	0.236	0.096
YER024W	YAT2	0.023	0.365	0.062
YEL065W	SIT1	0.023	0.373	0.061
YBR024W	SCO2	0.023	0.348	0.065
YKL114C	APN1	0.023	0.393	0.058
YER093C	TSC11	0.023	0.354	0.064
YBR102C	EXO84	0.023	0.411	0.055
YBR016W		0.023	0.489	0.047
YNL207W	RIO2	0.023	0.392	0.058
YKR089C	TGL4	0.023	0.401	0.057
YGL150C	INO80	0.023	0.451	0.051
YPL219W	PCL8	0.023	0.323	0.071
YJR024C	MDE1	0.023	0.345	0.066
YKL165C	MCD4	0.023	0.388	0.059
YGL012W	ERG4	0.023	0.338	0.068
YGL068W	MNP1	0.023	0.220	0.104
YKL125W	RRN3	0.023	0.273	0.084
YGR233C	PHO81	0.023	0.407	0.056
YGR271W	SLH1	0.023	0.474	0.049
YLL004W	ORC3	0.023	0.362	0.064
YGR097W	ASK10	0.023	0.421	0.055
YLR237W	THI7	0.023	0.343	0.067
YML056C	IMD4	0.023	0.327	0.071
YBR068C	BAP2	0.023	0.383	0.061
YBR175W	SWD3	0.023	0.317	0.073
YGR257C	MTM1	0.023	0.370	0.063
YMR063W	RIM9	0.023	0.357	0.065
YMR194W	RPL36A	0.023	0.146	0.160
YJL106W	IME2	0.023	0.447	0.052
YBR062C		0.023	0.278	0.084
YER027C	GAL83	0.023	0.317	0.074
YER112W	LSM4	0.023	0.214	0.109
YGR123C	PPT1	0.023	0.415	0.056
YHR092C	HXT4	0.023	0.415	0.056
YER161C	SPT2	0.023	0.409	0.057
YDL168W	SFA1	0.024	0.478	0.049
YJR044C	VPS55	0.024	0.244	0.096
YHR001W	OSH7	0.024	0.291	0.081
YPR058W	YMC1	0.024	0.326	0.072
YMR223W	UBP8	0.024	0.333	0.070
YHR062C	RPP1	0.024	0.243	0.097
YDR389W	SAC7	0.024	0.344	0.068
YMR181C		0.024	0.188	0.125
YKL141W	SDH3	0.024	0.300	0.078
YLR195C	NMT1	0.024	0.303	0.078
YOR211C	MGM1	0.024	0.477	0.050
YEL050C	RML2	0.024	0.296	0.080
YPL060W	LPE10	0.024	0.397	0.059
YGR243W	FMP43	0.024	0.562	0.042
YNL199C	GCR2	0.024	0.378	0.062
YBL045C	COR1	0.024	0.339	0.070
YGR280C	PXR1	0.024	0.369	0.064
YPR140W	TAZ1	0.024	0.319	0.074
YIL013C	PDR11	0.024	0.327	0.072
YBR146W	MRPS9	0.024	0.304	0.078
YJL104W	PAM16	0.024	0.343	0.069
YOR221C	MCT1	0.024	0.336	0.070
YNL231C	PDR16	0.024	0.286	0.083
YFL024C	EPL1	0.024	0.343	0.069
YLR352W		0.024	0.384	0.062
YER040W	GLN3	0.024	0.273	0.087
YGR161C	RTS3	0.024	0.318	0.074
YPR108W	RPN7	0.024	0.325	0.073
YLR277C	YSH1	0.024	0.369	0.065
YIL126W	STH1	0.024	0.348	0.068
YNL156C	NSG2	0.024	0.307	0.077
YOR321W	PMT3	0.024	0.357	0.067
YDR116C	MRPL1	0.024	0.541	0.044
YPL026C	SKS1	0.024	0.442	0.054
YBR001C	NTH2	0.024	0.448	0.053
YPL256C	CLN2	0.024	0.351	0.068
YMR212C	EFR3	0.024	0.355	0.067
YCL011C	GBP2	0.024	0.317	0.076
YJL201W	ECM25	0.024	0.290	0.083
YDL193W	NUS1	0.024	0.265	0.090
YNL305C		0.024	0.457	0.053
YJR017C	ESS1	0.024	0.324	0.074
YOR011W	AUS1	0.024	0.325	0.074
YAL019W	FUN30	0.024	0.315	0.077
YOR360C	PDE2	0.024	0.240	0.100
YCR008W	SAT4	0.024	0.412	0.059
YAL035W	FUN12	0.024	0.319	0.076
YOR085W	OST3	0.024	0.310	0.078
YBR140C	IRA1	0.024	0.416	0.058
YGL219C	MDM34	0.024	0.356	0.068
YBR087W	RFC5	0.024	0.389	0.062
YNL071W	LAT1	0.024	0.275	0.089
YNR008W	LRO1	0.024	0.280	0.087
YPL077C		0.024	0.674	0.036
YHR063C	PAN5	0.024	0.338	0.072
YOL001W	PHO80	0.024	0.347	0.070
YMR266W	RSN1	0.024	0.356	0.068
YPL270W	MDL2	0.024	0.456	0.053
YCR093W	CDC39	0.024	0.371	0.066
YKL106W	AAT1	0.024	0.302	0.081
YNL129W	NRK1	0.024	0.267	0.092
YHR137W	ARO9	0.024	0.380	0.064
YPL170W	DAP1	0.025	0.332	0.074
YDL101C	DUN1	0.025	0.278	0.088
YFL047W	RGD2	0.025	0.344	0.071
YLR389C	STE23	0.025	0.341	0.072
YIL131C	FKH1	0.025	0.338	0.073
YPL223C	GRE1	0.025	0.498	0.049
YGR152C	RSR1	0.025	0.269	0.091
YPL153C	RAD53	0.025	0.408	0.060
YGR281W	YOR1	0.025	0.479	0.051
YBR145W	ADH5	0.025	0.422	0.058
YDR202C	RAV2	0.025	0.481	0.051
YLR372W	SUR4	0.025	0.186	0.132
YPR040W	TIP41	0.025	0.341	0.072
YGR024C	THG1	0.025	0.215	0.115
YGR227W	DIE2	0.025	0.263	0.094
YLR052W	IES3	0.025	0.287	0.086
YAL034C	FUN19	0.025	0.340	0.073
YML010W	SPT5	0.025	0.369	0.067
YLR276C	DBP9	0.025	0.305	0.081
YLR409C	UTP21	0.025	0.370	0.067
YJR103W	URA8	0.025	0.389	0.064
YOL068C	HST1	0.025	0.385	0.064
YGL180W	ATG1	0.025	0.407	0.061
YNL219C	ALG9	0.025	0.333	0.074
YOL011W	PLB3	0.025	0.398	0.062
YHR106W	TRR2	0.025	0.337	0.074
YJL116C	NCA3	0.025	0.338	0.073
YOL121C	RPS19A	0.025	0.127	0.196
YIL070C	MAM33	0.025	0.492	0.051
YGL205W	POX1	0.025	0.435	0.057
YOR261C	RPN8	0.025	0.279	0.089
YKL174C	TPO5	0.025	0.388	0.064
YGL029W	CGR1	0.025	0.187	0.133
YNL157W	IGO1	0.025	0.477	0.052
YDL164C	CDC9	0.025	0.424	0.059
YJL128C	PBS2	0.025	0.327	0.076
YIL107C	PFK26	0.025	0.396	0.063
YFL059W	SNZ3	0.025	0.428	0.058
YOR092W	ECM3	0.025	0.383	0.065
YOL145C	CTR9	0.025	0.423	0.059
YIL088C	AVT7	0.025	0.421	0.059
YDL052C	SLC1	0.025	0.166	0.151
YPR054W	SMK1	0.025	0.268	0.094
YNL192W	CHS1	0.025	0.439	0.057
YJL053W	PEP8	0.025	0.444	0.056
YNL293W	MSB3	0.025	0.297	0.085
YBR110W	ALG1	0.025	0.439	0.057
YCL028W	RNQ1	0.025	0.256	0.098
YNR064C		0.025	0.235	0.107
YKL067W	YNK1	0.025	0.374	0.067
YER068W	MOT2	0.025	0.375	0.067
YDR233C	RTN1	0.025	0.257	0.098
YCR086W	CSM1	0.025	0.243	0.104
YLL057C	JLP1	0.025	0.406	0.062
YOR241W	MET7	0.025	0.357	0.071
YBR042C	CST26	0.025	0.473	0.053
YBR084W	MIS1	0.025	0.336	0.075
YLR020C	YEH2	0.025	0.371	0.068
YFL033C	RIM15	0.025	0.342	0.074
YOL154W	ZPS1	0.025	0.376	0.067
YER073W	ALD5	0.025	0.331	0.077
YNL011C		0.025	0.421	0.060
YKL135C	APL2	0.025	0.315	0.081
YGR046W	TAM41	0.025	0.419	0.061
YBR294W	SUL1	0.025	0.467	0.054
YIL062C	ARC15	0.026	0.170	0.150
YDR208W	MSS4	0.026	0.350	0.073
YJR090C	GRR1	0.026	0.328	0.078
YDR031W	MIC14	0.026	0.222	0.115
YLR196W	PWP1	0.026	0.388	0.066
YDL240W	LRG1	0.026	0.331	0.077
YJL184W	GON7	0.026	0.514	0.050
YDR005C	MAF1	0.026	0.386	0.066
YML130C	ERO1	0.026	0.274	0.094
YDR170C	SEC7	0.026	0.419	0.061
YJL084C	ALY2	0.026	0.366	0.070
YHR082C	KSP1	0.026	0.375	0.068
YBR233W-A	DAD3	0.026	0.361	0.071
YOL047C		0.026	0.473	0.054
YBL050W	SEC17	0.026	0.595	0.043
YIL164C	NIT1	0.026	0.437	0.059
YGL122C	NAB2	0.026	0.915	0.028
YGR083C	GCD2	0.026	0.384	0.067
YGR217W	CCH1	0.026	0.390	0.066
YCL039W	GID7	0.026	0.380	0.068
YJR059W	PTK2	0.026	0.331	0.078
YDR016C	DAD1	0.026	0.397	0.065
YDR378C	LSM6	0.026	0.599	0.043
YIL116W	HIS5	0.026	0.348	0.074
YGL233W	SEC15	0.026	0.288	0.090
YDL028C	MPS1	0.026	0.414	0.062
YLR314C	CDC3	0.026	0.264	0.098
YLR369W	SSQ1	0.026	0.585	0.044
YBR185C	MBA1	0.026	0.318	0.082
YNL080C	EOS1	0.026	0.317	0.082
YMR215W	GAS3	0.026	0.425	0.061
YPL011C	TAF3	0.026	0.453	0.057
YMR049C	ERB1	0.026	0.265	0.098
YDR523C	SPS1	0.026	0.307	0.085
YMR301C	ATM1	0.026	0.360	0.072
YEL037C	RAD23	0.026	0.330	0.079
YDL087C	LUC7	0.026	0.324	0.080
YNL267W	PIK1	0.026	0.361	0.072
YNL261W	ORC5	0.026	0.410	0.063
YER182W	FMP10	0.026	0.435	0.060
YLL015W	BPT1	0.026	0.424	0.061
YLR218C		0.026	0.248	0.105
YHR194W	MDM31	0.026	0.367	0.071
YOL149W	DCP1	0.026	0.322	0.081
YBR026C	ETR1	0.026	0.334	0.078
YLR421C	RPN13	0.026	0.515	0.051
YOR103C	OST2	0.026	0.211	0.124
YJL153C	INO1	0.026	0.488	0.054
YJL006C	CTK2	0.026	0.459	0.057
YPR191W	QCR2	0.026	0.406	0.064
YNR049C	MSO1	0.026	0.325	0.080
YNR019W	ARE2	0.026	0.310	0.084
YGL143C	MRF1	0.026	0.398	0.066
YFL011W	HXT10	0.026	0.420	0.062
YBR290W	BSD2	0.026	0.373	0.070
YNL115C		0.026	0.493	0.053
YMR236W	TAF9	0.026	0.444	0.059
YDL231C	BRE4	0.026	0.339	0.078
YHL040C	ARN1	0.026	0.359	0.073
YER015W	FAA2	0.026	0.439	0.060
YLR398C	SKI2	0.026	0.373	0.071
YFL041W	FET5	0.026	0.338	0.078
YPR184W	GDB1	0.026	0.373	0.071
YKL094W	YJU3	0.026	0.401	0.066
YOL116W	MSN1	0.026	0.337	0.078
YJL122W	ALB1	0.026	0.341	0.078
YMR035W	IMP2	0.026	0.349	0.076
YCL010C	SGF29	0.026	0.270	0.098
YGR143W	SKN1	0.027	0.477	0.056
YMR170C	ALD2	0.027	0.450	0.059
YPL070W	MUK1	0.027	0.362	0.073
YJL101C	GSH1	0.027	0.300	0.089
YIR012W	SQT1	0.027	0.398	0.067
YMR201C	RAD14	0.027	0.272	0.098
YDR367W		0.027	0.299	0.089
YLR250W	SSP120	0.027	0.258	0.103
YPR073C	LTP1	0.027	0.337	0.079
YCL035C	GRX1	0.027	0.316	0.084
YDR443C	SSN2	0.027	0.388	0.069
YJL165C	HAL5	0.027	0.385	0.069
YLR231C	BNA5	0.027	0.286	0.093
YAL060W	BDH1	0.027	0.347	0.077
YIL121W	QDR2	0.027	0.440	0.060
YHL036W	MUP3	0.027	0.368	0.073
YLR272C	YCS4	0.027	0.405	0.066
YJL213W		0.027	0.427	0.063
YDL031W	DBP10	0.027	0.466	0.057
YGL224C	SDT1	0.027	0.333	0.080
YLR222C	UTP13	0.027	0.517	0.052
YLR228C	ECM22	0.027	0.452	0.059
YPL103C	FMP30	0.027	0.395	0.068
YLR307W	CDA1	0.027	0.586	0.046
YHL018W		0.027	0.520	0.051
YOR334W	MRS2	0.027	0.375	0.071
YFR040W	SAP155	0.027	0.369	0.073
YIL056W	VHR1	0.027	0.327	0.082
YML066C	SMA2	0.027	0.337	0.080
YDR400W	URH1	0.027	0.376	0.071
YHL032C	GUT1	0.027	0.389	0.069
YFL007W	BLM10	0.027	0.387	0.069
YKR009C	FOX2	0.027	0.390	0.069
YNL250W	RAD50	0.027	0.389	0.069
YLR324W	PEX30	0.027	0.339	0.079
YOL060C	MAM3	0.027	0.377	0.071
YLR072W		0.027	0.378	0.071
YGL013C	PDR1	0.027	0.365	0.074
YHL021C	FMP12	0.027	0.277	0.098
YGL084C	GUP1	0.027	0.395	0.068
YPR176C	BET2	0.027	0.386	0.070
YHL014C	YLF2	0.027	0.484	0.056
YER029C	SMB1	0.027	0.354	0.076
YNL130C	CPT1	0.027	0.288	0.094
YMR091C	NPL6	0.027	0.330	0.082
YGL171W	ROK1	0.027	0.392	0.069
YLR459W	GAB1	0.027	0.183	0.148
YMR288W	HSH155	0.027	0.423	0.064
YER143W	DDI1	0.027	0.401	0.068
YEL029C	BUD16	0.027	0.212	0.128
YPR137W	RRP9	0.027	0.367	0.074
YNR041C	COQ2	0.027	0.353	0.077
YLR451W	LEU3	0.027	0.345	0.079
YHR185C	PFS1	0.027	0.339	0.080
YLL012W	YEH1	0.027	0.370	0.073
YLR362W	STE11	0.027	0.364	0.075
YGR008C	STF2	0.027	0.531	0.051
YOR340C	RPA43	0.027	0.205	0.133
YJL074C	SMC3	0.027	0.409	0.067
YBR057C	MUM2	0.027	0.226	0.121
YDR111C	ALT2	0.027	0.419	0.065
YJL164C	TPK1	0.027	0.411	0.067
YJL154C	VPS35	0.027	0.317	0.086
YFR055W	IRC7	0.027	0.386	0.071
YMR275C	BUL1	0.027	0.364	0.075
YLR103C	CDC45	0.028	0.309	0.089
YBR256C	RIB5	0.028	0.546	0.050
YGL197W	MDS3	0.028	0.428	0.064
YIL038C	NOT3	0.028	0.446	0.062
YDR009W	GAL3	0.028	0.429	0.064
YLR022C	SDO1	0.028	0.273	0.101
YEL044W	IES6	0.028	0.544	0.051
YER169W	RPH1	0.028	0.398	0.069
YAL039C	CYC3	0.028	0.199	0.139
YKL146W	AVT3	0.028	0.372	0.074
YPL215W	CBP3	0.028	0.344	0.081
YPR021C	AGC1	0.028	0.380	0.073
YDR330W	UBX5	0.028	0.275	0.101
YKL206C	ADD66	0.028	0.313	0.089
YOL130W	ALR1	0.028	0.444	0.063
YLR308W	CDA2	0.028	0.376	0.074
YJR073C	OPI3	0.028	0.298	0.094
YJL010C	NOP9	0.028	0.332	0.084
YKL017C	HCS1	0.028	0.309	0.090
YHR178W	STB5	0.028	0.335	0.083
YLR008C	PAM18	0.028	0.410	0.068
YAL051W	OAF1	0.028	0.476	0.059
YKR087C	OMA1	0.028	0.492	0.057
YPR192W	AQY1	0.028	0.309	0.090
YCR095C	OCA4	0.028	0.418	0.067
YER037W	PHM8	0.028	0.259	0.108
YMR276W	DSK2	0.028	0.315	0.089
YGL137W	SEC27	0.028	0.344	0.081
YGL016W	KAP122	0.028	0.307	0.091
YGL186C	TPN1	0.028	0.404	0.070
YHR090C	YNG2	0.028	0.384	0.073
YDR098C	GRX3	0.028	0.446	0.063
YKL022C	CDC16	0.028	0.401	0.070
YDR034C	LYS14	0.028	0.394	0.071
YOR145C	PNO1	0.028	0.319	0.088
YNR047W		0.028	0.431	0.065
YCR048W	ARE1	0.028	0.428	0.066
YNL112W	DBP2	0.028	0.516	0.055
YMR096W	SNZ1	0.028	0.365	0.077
YIL034C	CAP2	0.028	0.236	0.119
YNL151C	RPC31	0.028	0.442	0.064
YDR167W	TAF10	0.028	0.285	0.099
YKL039W	PTM1	0.028	0.278	0.102
YOL093W	TRM10	0.028	0.360	0.078
YCR028C	FEN2	0.028	0.424	0.067
