Scer_Name	Spar_Name	Scer_Gene
Scer_4.900	Spar_4.903	YDR532C
Scer_4.901	Spar_4.904	YDR533C
Scer_5.16	Spar_5.8	YEL066W
Scer_5.17	Spar_5.9	YEL065W
Scer_5.18	Spar_5.10	YEL064C
Scer_5.19	Spar_5.11	YEL063C
Scer_5.20	Spar_5.12	YEL062W
Scer_5.21	Spar_5.13	YEL061C
Scer_5.22	Spar_5.14	YEL060C
Scer_5.23	Spar_5.15	YEL059C-A
Scer_5.25	Spar_5.17	YEL058W
Scer_5.26	Spar_5.18	YEL057C
Scer_5.27	Spar_5.19	YEL056W
Scer_5.28	Spar_5.20	YEL055C
Scer_5.29	Spar_5.21	YEL054C
Scer_5.30	Spar_5.22	YEL053C
Scer_5.31	Spar_5.23	YEL052W
Scer_5.32	Spar_5.24	YEL051W
Scer_5.34	Spar_5.26	YEL050C
Scer_5.40	Spar_5.29	YEL048C
Scer_5.41	Spar_5.30	YEL047C
Scer_5.42	Spar_5.31	YEL046C
Scer_5.44	Spar_5.33	YEL044W
Scer_5.45	Spar_5.34	YEL043W
Scer_5.46	Spar_5.35	Kwal_27.10136
Scer_5.47	Spar_5.36	YEL041W
Scer_5.48	Spar_5.37	YEL040W
Scer_5.49	Spar_5.38	YEL039C
Scer_5.50	Spar_5.39	YEL038W
Scer_5.51	Spar_5.40	YEL037C
Scer_5.52	Spar_5.41	YEL036C
Scer_5.53	Spar_5.42	YEL035C
Scer_5.54	Spar_5.44	YEL034W
Scer_5.57	Spar_5.47	YEL032W
Scer_5.58	Spar_5.48	AFR354C
Scer_5.59	Spar_5.49	YEL030W
Scer_5.60	Spar_5.50	YEL029C
Scer_5.64	Spar_5.55	YEL027W
Scer_5.65	Spar_5.56	YEL026W
Scer_5.66	Spar_5.57	YEL025C
Scer_5.67	Spar_5.58	YEL024W
Scer_5.68	Spar_5.59	YEL023C
Scer_5.69	Spar_5.60	YEL022W
Scer_5.70	Spar_5.61	YEL021W
Scer_5.71	Spar_5.62	YEL020W-A
Scer_5.72	Spar_5.65	YEL020C
Scer_5.73	Spar_5.66	YEL019C
Scer_5.74	Spar_5.67	YEL018W
Scer_5.75	Spar_5.68	YEL017C-A
Scer_5.76	Spar_5.69	YEL017W
Scer_5.77	Spar_5.70	YEL016C
Scer_5.78	Spar_5.71	YEL015W
Scer_5.80	Spar_5.73	YEL013W
Scer_5.82	Spar_5.75	YEL012W
Scer_5.83	Spar_5.76	AEL044W
Scer_5.91	Spar_5.97	YEL009C
Scer_5.92	Spar_5.98	YEL008W
Scer_5.93	Spar_5.99	YEL007W
Scer_5.94	Spar_5.116	YEL006W
Scer_5.95	Spar_5.117	YEL005C
Scer_5.96	Spar_5.118	YEL004W
Scer_5.97	Spar_5.119	YEL003W
Scer_5.98	Spar_5.120	YEL002C
Scer_5.99	Spar_5.121	YEL001C
Scer_5.100	Spar_5.122	YER001W
Scer_5.101	Spar_5.123	YER002W
Scer_5.102	Spar_5.124	YER003C
Scer_5.103	Spar_5.125	YER004W
Scer_5.104	Spar_5.126	YER005W
Scer_5.105	Spar_5.127	YER006W
Scer_5.107	Spar_5.129	YER007W
Scer_5.108	Spar_5.130	YER007C-A
Scer_5.109	Spar_5.131	YER008C
Scer_5.110	Spar_5.132	YER009W
Scer_5.111	Spar_5.133	YER010C
Scer_5.112	Spar_5.135	YER011W
Scer_5.113	Spar_5.134	YER011W
Scer_5.116	Spar_5.141	YER012W
Scer_5.117	Spar_5.142	YER013W
Scer_5.118	Spar_5.143	YER014W
Scer_5.119	Spar_5.144	YER015W
Scer_5.120	Spar_5.147	YER016W
Scer_5.121	Spar_5.148	YER017C
Scer_5.122	Spar_5.149	YER018C
Scer_5.123	Spar_5.150	YER019W
Scer_5.124	Spar_5.151	YER019C-A
Scer_5.125	Spar_5.152	YER020W
Scer_5.126	Spar_5.153	YER021W
Scer_5.127	Spar_5.154	YER022W
Scer_5.128	Spar_5.155	YER023W
Scer_5.129	Spar_5.156	YER024W
Scer_5.130	Spar_5.157	YER025W
Scer_5.132	Spar_5.162	YER026C
Scer_5.133	Spar_5.163	YER027C
Scer_5.134	Spar_5.164	YER028C
Scer_5.135	Spar_5.165	YER029C
Scer_5.136	Spar_5.166	YER030W
Scer_5.137	Spar_5.167	YER031C
Scer_5.138	Spar_5.168	YER032W
Scer_5.139	Spar_5.169	YER033C
Scer_5.140	Spar_5.170	YER034W
Scer_5.141	Spar_5.171	YER035W
Scer_5.142	Spar_5.172	YER036C
Scer_5.143	Spar_5.173	YER037W
Scer_5.144	Spar_5.174	YER038C
Scer_5.145	Spar_5.175	YER039C
Scer_5.147	Spar_5.176	YER040W
Scer_5.148	Spar_5.177	YER041W
Scer_5.149	Spar_5.178	YER042W
Scer_5.150	Spar_5.179	YER043C
Scer_5.151	Spar_5.180	YER044C
Scer_5.152	Spar_5.181	YER044C-A
Scer_5.153	Spar_5.182	YER045C
Scer_5.154	Spar_5.183	YER046W
Scer_5.155	Spar_5.184	YER047C
Scer_5.156	Spar_5.185	YER048C
Scer_5.159	Spar_5.189	YER048W-A
Scer_5.160	Spar_5.190	YER049W
Scer_5.161	Spar_5.191	YER050C
Scer_5.162	Spar_5.192	YER051W
Scer_5.163	Spar_5.193	YER052C
Scer_5.164	Spar_5.194	YER053C
Scer_5.165	Spar_5.195	YER053C-A
Scer_5.166	Spar_5.196	YER054C
Scer_5.167	Spar_5.197	YER055C
Scer_5.168	Spar_5.198	YER056C
Scer_5.169	Spar_5.199	YER056C-A
Scer_5.170	Spar_5.200	YER057C
Scer_5.171	Spar_5.201	YER058W
Scer_5.172	Spar_5.202	YER059W
Scer_5.173	Spar_5.203	YER060W-A
Scer_5.174	Spar_5.205	YER060W
Scer_5.175	Spar_5.206	YER061C
Scer_5.176	Spar_5.207	YER062C
Scer_5.177	Spar_5.208	YER063W
Scer_5.178	Spar_5.209	YER064C
Scer_5.179	Spar_5.210	YER065C
Scer_5.181	Spar_5.213	YFL009W
Scer_5.184	Spar_5.216	YER067W
Scer_5.185	Spar_5.217	YER068W
Scer_5.186	Spar_5.219	YER069W
Scer_5.187	Spar_5.220	YER070W
Scer_5.188	Spar_5.221	YER071C
Scer_5.189	Spar_5.222	YER072W
Scer_5.190	Spar_5.223	YER073W
Scer_5.191	Spar_5.224	YER074W
Scer_5.192	Spar_5.225	YER074W-A
Scer_5.193	Spar_5.226	YER075C
Scer_5.198	Spar_5.238	YER077C
Scer_5.199	Spar_5.239	YER078C
Scer_5.201	Spar_5.241	YER079W
Scer_5.202	Spar_5.242	YER080W
Scer_5.203	Spar_5.243	YER081W
Scer_5.204	Spar_5.244	YER082C
Scer_5.205	Spar_5.245	YER083C
Scer_5.206	Spar_5.246	YER084W
Scer_5.208	Spar_5.248	YER086W
Scer_5.209	Spar_5.249	YER087W
Scer_5.210	Spar_5.250	YER087C-B
Scer_5.211	Spar_5.251	YER088C
Scer_5.213	Spar_5.253	YER089C
Scer_5.214	Spar_5.254	YER090W
Scer_5.215	Spar_5.255	YER091C
Scer_5.216	Spar_5.256	YER091C-A
Scer_5.217	Spar_5.257	YER092W
Scer_5.218	Spar_5.258	YER093C
Scer_5.219	Spar_5.261	YER093C-A
Scer_5.220	Spar_5.262	YER094C
Scer_5.221	Spar_5.263	YER095W
Scer_5.222	Spar_5.264	YER096W
Scer_5.227	Spar_5.271	YER098W
Scer_5.228	Spar_5.272	YER099C
Scer_5.229	Spar_5.273	YER100W
Scer_5.230	Spar_5.274	YER101C
Scer_5.231	Spar_5.275	YER102W
Scer_5.232	Spar_5.276	YER103W
Scer_5.233	Spar_5.277	YER104W
Scer_5.234	Spar_5.278	YER105C
Scer_5.235	Spar_5.279	YER106W
Scer_5.236	Spar_5.280	YER107C
Scer_5.238	Spar_5.281	Kpol_1045.32
Scer_5.240	Spar_5.282	Kwal_27.10763
Scer_5.241	Spar_5.283	YER111C
Scer_5.242	Spar_5.284	YER112W
Scer_5.243	Spar_5.285	YER113C
Scer_5.244	Spar_5.286	YER114C
Scer_5.245	Spar_5.287	YER115C
Scer_5.246	Spar_5.288	YER116C
Scer_5.247	Spar_5.289	YER117W
Scer_5.248	Spar_5.290	YER118C
Scer_5.249	Spar_5.291	YER119C
Scer_5.251	Spar_5.293	YER120W
Scer_5.253	Spar_5.295	YER122C
Scer_5.254	Spar_5.296	YER123W
Scer_5.255	Spar_5.297	YER124C
Scer_5.256	Spar_5.298	YER125W
Scer_5.257	Spar_5.299	YER126C
Scer_5.258	Spar_5.300	YER127W
Scer_5.259	Spar_5.301	YER128W
Scer_5.260	Spar_5.302	YER129W
Scer_5.261	Spar_5.303	YER130C
Scer_5.262	Spar_5.304	YER131W
Scer_5.263	Spar_5.305	YER132C
Scer_5.266	Spar_5.306	YER133W
Scer_5.275	Spar_5.325	YER136W
Scer_5.276	Spar_5.326	YER137C
Scer_5.292	Spar_5.330	YER139C
Scer_5.293	Spar_5.331	YER140W
Scer_5.294	Spar_5.332	YER141W
Scer_5.295	Spar_5.333	YER142C
Scer_5.296	Spar_5.334	YER143W
Scer_5.297	Spar_5.335	YER144C
Scer_5.298	Spar_5.336	YER145C
Scer_5.299	Spar_5.337	YER146W
Scer_5.300	Spar_5.338	YER147C
Scer_5.301	Spar_5.339	YER148W
Scer_5.302	Spar_5.340	YER149C
Scer_5.303	Spar_5.341	YER150W
Scer_5.305	Spar_5.343	YER151C
Scer_5.306	Spar_5.344	YER152C
Scer_5.307	Spar_5.345	YER153C
Scer_5.308	Spar_5.346	YER154W
Scer_5.309	Spar_5.347	YER155C
Scer_5.310	Spar_5.349	YER156C
Scer_5.311	Spar_5.350	YER157W
Scer_5.316	Spar_5.352	YER158C
Scer_5.317	Spar_5.353	YER159C
Scer_5.326	Spar_5.358	YER161C
Scer_5.327	Spar_5.359	YER162C
Scer_5.328	Spar_5.360	YER163C
Scer_5.329	Spar_5.361	YER164W
Scer_5.330	Spar_5.362	YER165W
Scer_5.331	Spar_5.363	YER166W
Scer_5.333	Spar_5.364	YER167W
Scer_5.334	Spar_5.365	YER168C
Scer_5.335	Spar_5.366	YER169W
Scer_5.336	Spar_5.367	YER170W
Scer_5.337	Spar_5.368	YER171W
Scer_5.338	Spar_5.369	YER172C
Scer_5.339	Spar_5.370	YER173W
Scer_5.340	Spar_5.371	YER174C
Scer_5.341	Spar_5.372	YER175C
Scer_5.343	Spar_5.373	YER176W
Scer_5.344	Spar_5.374	YER177W
Scer_5.345	Spar_5.375	YER178W
Scer_5.346	Spar_5.376	YER179W
Scer_5.347	Spar_5.377	YER180C
Scer_5.348	Spar_5.378	YER180C-A
Scer_5.351	Spar_5.383	YER182W
Scer_5.352	Spar_5.384	YER183C
Scer_6.28	Spar_6.31	YFL050C
Scer_6.29	Spar_6.32	YFL049W
Scer_6.30	Spar_6.33	YFL048C
Scer_6.31	Spar_6.34	YFL047W
Scer_6.32	Spar_6.35	YFL046W
Scer_6.33	Spar_6.36	YFL045C
Scer_6.34	Spar_6.37	YFL044C
Scer_6.35	Spar_6.38	YFL042C
Scer_6.36	Spar_6.39	YJR159W
Scer_6.38	Spar_6.40	NA
Scer_6.40	Spar_6.41	YFL041W
Scer_6.41	Spar_6.42	YFL040W
Scer_6.42	Spar_6.43	YFL039C
Scer_6.43	Spar_6.44	YFL038C
Scer_6.44	Spar_6.45	YFL037W
Scer_6.45	Spar_6.46	ACR224C
Scer_6.46	Spar_6.47	YFL034C-B
Scer_6.47	Spar_6.48	YFL034C-A
Scer_6.48	Spar_6.49	YFL034W
Scer_6.49	Spar_6.50	YFL033C
Scer_6.51	Spar_6.51	YFL031W
Scer_6.53	Spar_6.52	YFL030W
Scer_6.54	Spar_6.53	YFL029C
Scer_6.55	Spar_6.54	YFL028C
Scer_6.56	Spar_6.55	YFL027C
Scer_6.57	Spar_6.56	YFL026W
Scer_6.58	Spar_6.57	YFL025C
Scer_6.59	Spar_6.58	YFL024C
Scer_6.60	Spar_6.59	YFL023W
Scer_6.61	Spar_6.60	YFL022C
Scer_6.62	Spar_6.62	YFL021W
Scer_6.63	Spar_6.63	YFL020C
Scer_6.67	Spar_6.71	YFL018C
Scer_6.68	Spar_6.72	YFL017W-A
Scer_6.69	Spar_6.73	YFL017C
Scer_6.70	Spar_6.74	YFL016C
Scer_6.72	Spar_6.76	YFL014W
Scer_6.73	Spar_6.77	YFL013C
Scer_6.75	Spar_6.79	YFL012W
Scer_6.76	Spar_6.80	YFL011W
Scer_6.77	Spar_6.81	YFL010C
Scer_6.78	Spar_6.82	YFL009W
Scer_6.79	Spar_6.83	YFL008W
Scer_6.80	Spar_6.84	YFL007W
Scer_6.81	Spar_6.85	YFL005W
Scer_6.82	Spar_6.86	YFL004W
Scer_6.83	Spar_6.87	YFL003C
Scer_6.96	Spar_6.91	Kwal_23.5125
Scer_6.97	Spar_6.92	YFL001W
Scer_6.98	Spar_6.93	YFR001W
Scer_6.99	Spar_6.94	YFR002W
Scer_6.100	Spar_6.95	YFR003C
Scer_6.101	Spar_6.96	YFR004W
Scer_6.102	Spar_6.97	YFR005C
Scer_6.103	Spar_6.98	YFR006W
Scer_6.107	Spar_6.103	YFR007W
Scer_6.108	Spar_6.104	YFR008W
Scer_6.113	Spar_6.108	YFR009W
Scer_6.114	Spar_6.109	YFR010W
Scer_6.115	Spar_6.110	YFR011C
Scer_6.117	Spar_6.112	YFR012W
Scer_6.118	Spar_6.113	YFR013W
Scer_6.119	Spar_6.114	YFR014C
Scer_6.120	Spar_6.115	YFR015C
Scer_6.121	Spar_6.117	YFR016C
Scer_6.123	Spar_6.121	YFR017C
Scer_6.124	Spar_6.122	YFR018C
Scer_6.125	Spar_6.124	YFR019W
Scer_6.131	Spar_6.129	YFR021W
Scer_6.132	Spar_6.130	YFR022W
Scer_6.133	Spar_6.131	YFR023W
Scer_6.134	Spar_6.132	YFR024C-A
Scer_6.135	Spar_6.133	YFR025C
Scer_6.141	Spar_6.137	YFR027W
Scer_6.142	Spar_6.138	YFR028C
Scer_6.144	Spar_6.140	YFR029W
Scer_6.145	Spar_6.141	YFR030W
Scer_6.146	Spar_6.142	YFR031C
Scer_6.147	Spar_6.143	YFR031C-A
Scer_6.148	Spar_6.144	YFR032C
Scer_6.150	Spar_6.145	Kwal_55.20411
Scer_6.152	Spar_6.147	YFR033C
Scer_6.153	Spar_6.148	YFR034C
Scer_6.154	Spar_6.149	YFR034W-A
Scer_6.157	Spar_6.151	YFR036W
Scer_6.158	Spar_6.152	YFR037C
Scer_6.159	Spar_6.153	YFR038W
Scer_6.160	Spar_6.154	YFR039C
Scer_6.161	Spar_6.155	YFR040W
Scer_6.162	Spar_6.156	YFR041C
Scer_6.163	Spar_6.157	YFR042W
Scer_6.164	Spar_6.158	YFR043C
Scer_6.165	Spar_6.159	YFR044C
Scer_6.166	Spar_6.160	YFR045W
Scer_6.167	Spar_6.161	YFR046C
Scer_6.168	Spar_6.162	YFR047C
Scer_6.169	Spar_6.163	YFR048W
Scer_6.170	Spar_6.164	YFR049W
Scer_6.171	Spar_6.165	YFR050C
Scer_6.172	Spar_6.166	YFR051C
Scer_6.173	Spar_6.167	YFR052W
Scer_6.175	Spar_6.168	YFR053C
Scer_7.15	Spar_7.13	YGL255W
Scer_7.16	Spar_7.14	YGL254W
Scer_7.17	Spar_7.15	YGL253W
Scer_7.18	Spar_7.16	YGL252C
Scer_7.19	Spar_7.17	YGL251C
Scer_7.20	Spar_7.18	YGL250W
Scer_7.21	Spar_7.19	YGL249W
Scer_7.22	Spar_7.20	YGL248W
Scer_7.23	Spar_7.21	YGL247W
Scer_7.24	Spar_7.22	YGL246C
Scer_7.25	Spar_7.23	YGL245W
Scer_7.26	Spar_7.24	YGL244W
Scer_7.27	Spar_7.25	YGL243W
Scer_7.28	Spar_7.26	YGL242C
Scer_7.29	Spar_7.27	YGL241W
Scer_7.30	Spar_7.28	YGL240W
Scer_7.31	Spar_7.29	YGL238W
Scer_7.32	Spar_7.30	YGL237C
Scer_7.33	Spar_7.31	YGL236C
Scer_7.34	Spar_7.32	YGL234W
Scer_7.35	Spar_7.33	YGL233W
Scer_7.36	Spar_7.34	YGL232W
Scer_7.37	Spar_7.35	YGL231C
Scer_7.38	Spar_7.36	YGL230C
Scer_7.39	Spar_7.37	YGL229C
Scer_7.40	Spar_7.38	YGL228W
Scer_7.41	Spar_7.39	YGL227W
Scer_7.42	Spar_7.40	YGL226C-A
Scer_7.43	Spar_7.41	YGL226W
Scer_7.47	Spar_7.44	YGL225W
Scer_7.48	Spar_7.45	YGL224C
Scer_7.49	Spar_7.46	YGL223C
Scer_7.50	Spar_7.47	YGL222C
Scer_7.51	Spar_7.48	YGL221C
Scer_7.52	Spar_7.49	YGL220W
Scer_7.53	Spar_7.50	YGL219C
Scer_7.54	Spar_7.51	YGL216W
Scer_7.55	Spar_7.52	YGL215W
Scer_7.56	Spar_7.53	YGL213C
Scer_7.57	Spar_7.54	YGL212W
Scer_7.58	Spar_7.55	YGL211W
Scer_7.59	Spar_7.56	YGL210W
Scer_7.60	Spar_7.57	YGL209W
Scer_7.61	Spar_7.58	YGL208W
Scer_7.62	Spar_7.59	YGL207W
Scer_7.63	Spar_7.60	YGL206C
Scer_7.64	Spar_7.61	YGL205W
Scer_7.76	Spar_7.70	YGL202W
Scer_7.77	Spar_7.69	YGL201C
Scer_7.80	Spar_7.78	YGL200C
Scer_7.81	Spar_7.79	YGL198W
Scer_7.82	Spar_7.80	YGL197W
Scer_7.83	Spar_7.81	YGL196W
Scer_7.84	Spar_7.82	YGL195W
Scer_7.85	Spar_7.83	YGL194C-A
Scer_7.86	Spar_7.84	YGL194C
Scer_7.88	Spar_7.86	YGL192W
Scer_7.89	Spar_7.87	YGL191W
Scer_7.90	Spar_7.88	YGL190C
Scer_7.91	Spar_7.89	YGL189C
Scer_7.94	Spar_7.91	YGL187C
Scer_7.95	Spar_7.92	YGL186C
Scer_7.96	Spar_7.93	YGL185C
Scer_7.97	Spar_7.94	YGL184C
Scer_7.98	Spar_7.95	YGL183C
Scer_7.100	Spar_7.97	YGL181W
Scer_7.101	Spar_7.98	YGL180W
Scer_7.102	Spar_7.99	YGL179C
Scer_7.103	Spar_7.100	YGL178W
Scer_7.105	Spar_7.101	YGL176C
Scer_7.106	Spar_7.102	YGL175C
Scer_7.107	Spar_7.103	YGL174W
Scer_7.108	Spar_7.104	YGL173C
Scer_7.109	Spar_7.105	YGL172W
Scer_7.110	Spar_7.106	YGL171W
Scer_7.111	Spar_7.107	YGL170C
Scer_7.113	Spar_7.109	YGL169W
Scer_7.114	Spar_7.111	YGL167C
Scer_7.115	Spar_7.112	YGL166W
Scer_7.116	Spar_7.113	YGL164C
Scer_7.117	Spar_7.114	YGL163C
Scer_7.118	Spar_7.115	YGL162W
Scer_7.119	Spar_7.116	YGL161C
Scer_7.120	Spar_7.117	YGL160W
Scer_7.121	Spar_7.118	YGL159W
Scer_7.123	Spar_7.120	YGL158W
Scer_7.124	Spar_7.121	YGL157W
Scer_7.125	Spar_7.122	YGL156W
Scer_7.126	Spar_7.123	YGL155W
Scer_7.127	Spar_7.124	YGL154C
Scer_7.128	Spar_7.125	YGL153W
Scer_7.129	Spar_7.126	YGL151W
Scer_7.130	Spar_7.127	YGL150C
Scer_7.131	Spar_7.129	YGL149W
Scer_7.132	Spar_7.131	YGL148W
Scer_7.133	Spar_7.132	YGL147C
Scer_7.134	Spar_7.133	YGL146C
Scer_7.135	Spar_7.134	YGL145W
Scer_7.136	Spar_7.135	YGL144C
Scer_7.137	Spar_7.136	YGL143C
Scer_7.138	Spar_7.137	YGL142C
Scer_7.139	Spar_7.138	YGL141W
Scer_7.140	Spar_7.139	YGL140C
Scer_7.141	Spar_7.140	YGL139W
Scer_7.142	Spar_7.141	YGL138C
Scer_7.143	Spar_7.142	YGL137W
Scer_7.144	Spar_7.143	YGL136C
Scer_7.145	Spar_7.144	YGL135W
Scer_7.146	Spar_7.145	YGL134W
Scer_7.147	Spar_7.146	YGL133W
Scer_7.148	Spar_7.147	YGL131C
Scer_7.149	Spar_7.148	YGL130W
Scer_7.150	Spar_7.149	YGL129C
Scer_7.151	Spar_7.150	YGL128C
Scer_7.152	Spar_7.151	YGL127C
Scer_7.153	Spar_7.152	YGL126W
Scer_7.154	Spar_7.153	AAR170W
Scer_7.155	Spar_7.154	YGL124C
Scer_7.156	Spar_7.155	YGL123W
Scer_7.157	Spar_7.156	YGL122C
Scer_7.158	Spar_7.158	YGL121C
Scer_7.159	Spar_7.159	YGL120C
Scer_7.160	Spar_7.160	YGL119W
Scer_7.163	Spar_7.168	YGL117W
Scer_7.164	Spar_7.169	YGL116W
Scer_7.165	Spar_7.170	YGL115W
Scer_7.166	Spar_7.171	YGL114W
Scer_7.167	Spar_7.172	YGL113W
Scer_7.168	Spar_7.173	YGL112C
Scer_7.169	Spar_7.174	YGL111W
Scer_7.170	Spar_7.175	YGL110C
Scer_7.171	Spar_7.176	YGL108C
Scer_7.172	Spar_7.177	YGL107C
Scer_7.173	Spar_7.178	YGL106W
Scer_7.174	Spar_7.179	YGL105W
Scer_7.175	Spar_7.180	YGL104C
Scer_7.176	Spar_7.181	YGL103W
Scer_7.177	Spar_7.182	YGL101W
Scer_7.178	Spar_7.183	YGL100W
Scer_7.179	Spar_7.184	YGL099W
Scer_7.180	Spar_7.185	YGL098W
Scer_7.184	Spar_7.189	YGL097W
Scer_7.185	Spar_7.190	YGL096W
Scer_7.188	Spar_7.195	YGL095C
Scer_7.189	Spar_7.196	YGL094C
Scer_7.190	Spar_7.197	YGL093W
Scer_7.191	Spar_7.198	YGL092W
Scer_7.192	Spar_7.199	YGL091C
Scer_7.193	Spar_7.200	YGL090W
Scer_7.194	Spar_7.201	YGL089C
Scer_7.195	Spar_7.202	YGL088W
Scer_7.196	Spar_7.203	YGL087C
Scer_7.197	Spar_7.204	YGL086W
Scer_7.198	Spar_7.205	YGL085W
Scer_7.199	Spar_7.206	YGL084C
Scer_7.200	Spar_7.207	YGL083W
Scer_7.201	Spar_7.208	YGL082W
Scer_7.202	Spar_7.209	YGL081W
Scer_7.203	Spar_7.210	YGL080W
Scer_7.204	Spar_7.211	YGL079W
Scer_7.205	Spar_7.212	YGL078C
Scer_7.206	Spar_7.213	YGL077C
Scer_7.207	Spar_7.214	YGL076C
Scer_7.208	Spar_7.215	YGL075C
Scer_7.209	Spar_7.218	YGL073W
Scer_7.210	Spar_7.219	YGL071W
Scer_7.211	Spar_7.220	YGL070C
Scer_7.212	Spar_7.221	YGL068W
Scer_7.213	Spar_7.222	YGL067W
Scer_7.214	Spar_7.223	YGL066W
Scer_7.215	Spar_7.224	YGL065C
Scer_7.216	Spar_7.225	YGL064C
Scer_7.217	Spar_7.226	YGL063W
Scer_7.218	Spar_7.227	YGL062W
Scer_7.219	Spar_7.228	YGL061C
Scer_7.220	Spar_7.229	YGL060W
Scer_7.221	Spar_7.230	YGL059W
Scer_7.222	Spar_7.231	YGL058W
Scer_7.223	Spar_7.232	YGL057C
Scer_7.224	Spar_7.233	YGL056C
Scer_7.226	Spar_7.234	YGL055W
Scer_7.227	Spar_7.235	YGL054C
Scer_7.238	Spar_7.241	YGL050W
Scer_7.239	Spar_7.242	YGL049C
Scer_7.240	Spar_7.243	YGL048C
Scer_7.241	Spar_7.244	YGL047W
Scer_7.244	Spar_7.249	YGL045W
Scer_7.245	Spar_7.250	YGL044C
Scer_7.246	Spar_7.251	YGL043W
Scer_7.249	Spar_7.254	YGL041W-A
Scer_7.250	Spar_7.255	YGL040C
Scer_7.252	Spar_7.260	YGL039W
Scer_7.253	Spar_7.261	YGL038C
Scer_7.254	Spar_7.262	YGL037C
Scer_7.255	Spar_7.263	YGL036W
Scer_7.256	Spar_7.264	YGL035C
Scer_7.257	Spar_7.265	YGL034C
Scer_7.258	Spar_7.266	YGL033W
Scer_7.259	Spar_7.267	YGL032C
Scer_7.260	Spar_7.268	Kpol_1026.6
Scer_7.261	Spar_7.269	YGL030W
Scer_7.262	Spar_7.270	YGL029W
Scer_7.264	Spar_7.272	YGL028C
Scer_7.265	Spar_7.273	YGL027C
Scer_7.266	Spar_7.274	YGL026C
Scer_7.267	Spar_7.275	YGL025C
Scer_7.268	Spar_7.277	YGL023C
Scer_7.269	Spar_7.278	YGL022W
Scer_7.270	Spar_7.279	YGL021W
Scer_7.271	Spar_7.280	YGL020C
Scer_7.272	Spar_7.281	YGL019W
Scer_7.273	Spar_7.282	YGL018C
Scer_7.274	Spar_7.283	YGL017W
Scer_7.275	Spar_7.284	YGL016W
Scer_7.276	Spar_7.285	YGL015C
Scer_7.277	Spar_7.286	YGL014W
Scer_7.278	Spar_7.287	YGL013C
Scer_7.279	Spar_7.288	YGL012W
Scer_7.280	Spar_7.289	YGL011C
Scer_7.281	Spar_7.290	YGL010W
Scer_7.282	Spar_7.291	YGL009C
Scer_7.283	Spar_7.292	YGL008C
Scer_7.284	Spar_7.293	YGL007W
Scer_7.286	Spar_7.294	YGL006W
Scer_7.287	Spar_7.295	YGL005C
Scer_7.288	Spar_7.296	YGL004C
Scer_7.289	Spar_7.297	YGL003C
Scer_7.290	Spar_7.298	YGL002W
Scer_7.291	Spar_7.299	YGL001C
Scer_7.292	Spar_7.300	YGR001C
Scer_7.293	Spar_7.301	YGR002C
Scer_7.294	Spar_7.302	YGR003W
Scer_7.295	Spar_7.303	YGR004W
Scer_7.296	Spar_7.304	YGR005C
Scer_7.297	Spar_7.305	YGR006W
Scer_7.298	Spar_7.306	YGR007W
Scer_7.299	Spar_7.307	YGR008C
Scer_7.300	Spar_7.308	YGR009C
Scer_7.301	Spar_7.309	YGR010W
Scer_7.302	Spar_7.310	YGR012W
Scer_7.303	Spar_7.311	YGR013W
Scer_7.304	Spar_7.312	YGR014W
Scer_7.305	Spar_7.313	YGR015C
Scer_7.306	Spar_7.314	YGR016W
Scer_7.307	Spar_7.315	YGR017W
Scer_7.308	Spar_7.316	YGR019W
Scer_7.309	Spar_7.317	YGR020C
Scer_7.310	Spar_7.318	YGR021W
Scer_7.311	Spar_7.319	YGR023W
Scer_7.317	Spar_7.329	YGR027C
Scer_7.331	Spar_7.331	YGR028W
Scer_7.332	Spar_7.332	YGR029W
Scer_7.334	Spar_7.337	YGR030C
Scer_7.335	Spar_7.338	YGR031W
Scer_7.336	Spar_7.339	YGR032W
Scer_7.337	Spar_7.340	YGR033C
Scer_7.338	Spar_7.341	YGR034W
Scer_7.339	Spar_7.342	YGR035C
Scer_7.340	Spar_7.343	YGR035W-A
Scer_7.341	Spar_7.344	YGR036C
Scer_7.342	Spar_7.345	YGR037C
Scer_7.343	Spar_7.346	YGR038W
Scer_7.363	Spar_7.352	YGR040W
Scer_7.364	Spar_7.353	YGR041W
Scer_7.365	Spar_7.354	YGR042W
Scer_7.366	Spar_7.355	YGR043C
Scer_7.367	Spar_7.356	YGR044C
Scer_7.369	Spar_7.358	YGR046W
Scer_7.370	Spar_7.359	YGR047C
Scer_7.371	Spar_7.360	YGR048W
Scer_7.372	Spar_7.361	YGR049W
Scer_7.375	Spar_7.364	YGR052W
Scer_7.376	Spar_7.365	YGR053C
Scer_7.377	Spar_7.366	YGR054W
Scer_7.378	Spar_7.367	YGR055W
Scer_7.379	Spar_7.368	YGR056W
Scer_7.380	Spar_7.369	YGR057C
Scer_7.381	Spar_7.370	YGR058W
Scer_7.382	Spar_7.371	YGR059W
Scer_7.383	Spar_7.372	YGR060W
Scer_7.384	Spar_7.373	YGR061C
Scer_7.385	Spar_7.374	YGR062C
Scer_7.386	Spar_7.375	YGR063C
Scer_7.387	Spar_7.377	YGR065C
Scer_7.388	Spar_7.378	YGR066C
Scer_7.389	Spar_7.379	YGR067C
Scer_7.390	Spar_7.380	YGR068C
Scer_7.392	Spar_7.381	YGR070W
